LLR-ID,SR-Refs,Title,Module,CodeSymbol,Detail,Rationale,TestRefs,Status,Component,Phase
LLR-120,SR-054,No edge through an unrelated node box (T8 objective floor),project-trajectory/scripts/gen_trajectory.py,_route_edges/_detour_d/_polyline_hits,"The mechanized floor of usability anchor T8 (docs/rubrics/dashboard-usability.md). T8 is two clauses and this row claims only the first: NO EDGE PASSES THROUGH AN UNRELATED NODE BOX. SCOPE — PROVEN: across the shipped dashboard plus one fixture per emitter, every emitted wire, sampled as the polyline a reader's eye follows, clears every node rect that is not its own source or target. MEASURED at the binding: 264 shipped wires, 0 through a box. DELIBERATELY NOT: crossing count, lane separation, or where a crossing falls — that residue stays under LLR-055/TC-055, which is why T8 remains a live critique anchor. Separately and NOT claimed here: at the router's own 3px clearance rather than the bare box, one wire does graze, so _detour_d exhausting its lane candidates and returning the least-bad fallback is a reachable state rather than a theoretical one; that wire's identity and the lane-separation work belong to the open work item.","A wire crossing an unrelated box reads as a connection that is not there, which is a wrong answer rather than an untidy one — geometry a reader cannot argue with. The claim about the ARTIFACT is deliberately separate from the router's own unit tests and is why this row exists: _detour_d returns a LEAST-BAD fallback when no candidate lane clears, so 'the algorithm detours' does not imply 'nothing shipped through a box', and the artifact-level claim had only ever been hand-verified once.",(see TC-125),Verified,CMP-002,4
LLR-121,SR-111,Kit-version stamp,project-trajectory/scripts/bootstrap.py,write_kit_version,"write_kit_version stamps docs/kit-version (SHA + date, -dirty on an uncommitted kit tree) so a re-sync is diffable.",Split from the idempotent-write row: the two obligations share a module but not a failure mode — a scaffold can write correctly and still leave the adopter unable to say what they scaffolded from.,(see TC),Verified,CMP-005,1
LLR-122,SR-113,dev-setup wires core.hooksPath,project-trajectory/scripts/dev-setup.template.sh,dev-setup,"dev-setup wires the pre-commit floor (core.hooksPath) from its baseline, so the floor is active from the setup the contributor actually runs.","Split from the template row: reaching a green setup and being protected by the process floor fail independently, and the second is the one a contributor never notices is missing.",(see TC),Verified,CMP-005,1
LLR-123,SR-115,Deterministic traincar ordering,project-trajectory/scripts/schedule.py,order_traincars,"Orders eligible traincars by (gate, Priority desc, downstream-dependent count desc, hard-path desc, first WI id).","Split from the frontier row: deriving WHICH traincars are eligible and deciding WHICH runs first fail independently, and only the second one makes a run replayable.",(see TC),Verified,CMP-004,4
LLR-124,SR-116,Generated status + run-state,project-trajectory/scripts/agent_dispatch.py,generate_status/dispatch_run,Makes status.md an integrator-generated freshness-gated snapshot (never on a worker branch) and run-state a generated RUNNING|NEEDS-HUMAN|BLOCKED|DONE outcome.,"Split from the retirement row: removing the old pointer and generating the surfaces that replace it are separable, and the second is what keeps the replacement from rotting the same way.",(see TC),Verified,CMP-004,4
LLR-125,SR-117,Atomic reservations + worktree leasing,project-trajectory/scripts/agent_dispatch.py,reserve_traincar/pack_traincars,Reserves constituents atomically via refs/llm/reservations/WI-### (commit-tree metadata + update-ref --stdin zero-old-value); leases worktrees; rescans for dynamic refill; honors pause/blackout/capacity.,"Split from the launch row: the launch sequence can be correct while the claim is not atomic, and that failure is two workers building the same WI rather than a lane that never starts.",(see TC),Verified,CMP-004,4
LLR-126,SR-118,Train build + review shape,project-trajectory/scripts/agent_loop.py,continue_train,One Build pass (one commit per WI) + one review cycle with the policy-required verdict count; no constituent done until the train integrates.,"Split from the continuation row: WHEN a lane continues and WHAT shape the resulting train takes are independent, and the second is where the clustering saving is actually realized.",(see TC),Verified,CMP-004,4
LLR-127,SR-119,Release unstarted reservations on early end,project-trajectory/scripts/agent_loop.py,continue_train,Releases unstarted constituent reservations transactionally and recomputes the traincar DAG on any early end.,"Split from the continuation row: this is the cleanup path, and a cleanup that rides on the happy path's row gets tested only when the happy path is.",(see TC),Verified,CMP-004,4
LLR-128,SR-120,Blocked-constituent disposition,project-trajectory/scripts/agent_loop.py,fork_join,Delivers a blocked constituent's durable disposition through the integrator while independent completed constituents still proceed.,"Split from the continuation row: a block must outlive the lane that found it, which is a durability property the continuation conditions do not carry.",(see TC),Verified,CMP-004,4
LLR-129,SR-121,Gated downstream migration,project-trajectory/scripts/agent_dispatch.py,assess_migration/resolve_ceiling,"Holds --jobs 1 until the soft-edge audit AND the SafetyClass audit pass, then records the two-worker flip; reconciles legacy active rows + docs/tracks/* within one compatibility window.","Split from the telemetry row: measuring a parallel run and deciding a repo is ready to start one are different obligations, and only the second can make a repo unsafe.",(see TC),Verified,CMP-004,4
LLR-130,SR-122,Dashboard staleness check,project-trajectory/scripts/gen_trajectory.py,main/_asof/ASOF_RE,Implements stale/missing --check with a git as-of stamp excluded from stamp-only comparison.,"Split from the determinism row: determinism is what makes the check possible, but a deterministic artifact nobody re-checks still goes stale.",(see TC),Verified,CMP-002,1
LLR-131,SR-124,Contradiction-safe dual-plan class,project-trajectory/scripts/schedule.py,classify,Derives contradiction-safe single-WI scheduling from PlanMode and quarantines a contradictory SafetyClass.,"Split from the path-isolation row: refusing a wrong lane and deriving the right one are separate, and only the second sees a registry contradiction.",(see TC),Verified,CMP-004,4
LLR-132,SR-125,PAGE gate-policy mapping,project-trajectory/scripts/agent_dispatch.py;project-trajectory/scripts/agent_loop.py,dual_plan_disposition;main,"Applies gate-policy continuation semantics to a PAGE at both the dispatcher disposition and the --dual-plan single-shot round (attended pages, autonomous/single-ratify STALLs).","Split from the disposition row: committing the outcome and deciding whether it stops a human are independent, and the second is shared with a second entry point that would otherwise drift.",(see TC),Verified,CMP-004,4
LLR-133,SR-126,Spine stand-alone rule,project-trajectory/scripts/trace_text.py,provenance_findings,"provenance_findings flags a WI id or a process-doc citation across the normative cells of all three spine registries, joining the --strict failure set via exit_code.","A citation is a pointer a later reader may be unable to follow, and the row's reason travels with it: when the work item is closed and archived, the row keeps its claim and loses its justification, which is the failure this catches. Applied to every spine registry rather than the SR alone, because the layer the rule could not originally see held the largest pocket of violations — a narrower scope would guard the cleanest layer and miss the dirtiest.",(see TC),Verified,CMP-001,1
LLR-134,SR-127,Requirement form rules,project-trajectory/scripts/trace_text.py,form_findings,"form_findings applies six rules — one obligation per requirement, no non-obligation modal, no actorless passive, no unfalsifiable term, no open-ended clause, no obligation keyword in an LLR Detail — skipping Draft rows, and joins the --strict failure set via exit_code.","A row carrying two obligations reports neither when one fails, and undecidable wording is signed on impression rather than evidence — that is the failure all six rules exist to prevent. Draft is skipped because a Draft row is exempt from the child-completeness rules elsewhere in this harness and is by convention the state a requirement occupies while still being written, so an unfinished acceptance criterion is expected there rather than defective; flagging it would make the state unusable for the drafting it exists to allow. This cell says ""obligation keyword"" rather than quoting the keyword itself because the rule cannot distinguish a mention from a use, and an exemption a checker cannot see is one an author can reach for.",(see TC),Verified,CMP-001,1
LLR-135,SR-128,Paraphrase advisory,project-trajectory/scripts/trace_text.py,paraphrase_advisories,"paraphrase_advisories compares a child cell's significant words (alphabetic runs of four characters or more, lowercased) against its parent's and reports when the share of the CHILD's words that also appear in the parent exceeds the declared threshold — the child is the denominator, so a long parent cannot dilute a short echoing child. Reported in its own advisory pipe, which never joins a failure set.","A child that re-words its parent adds a second home for one fact and no decomposition, so a later amendment updates one copy and the two disagree with nothing to report it. The advisory has its own pipe rather than sharing the acceptance-criteria counter because a shared count would report 'ac-advisories' about a finding that is not one, and a reader acts on the counter name.",(see TC),Verified,CMP-001,1
LLR-136,SR-129,Registry converter (CSV <-> spec folder),project-trajectory/scripts/wi_convert.py,to_specs/to_csv/verify/write_spec_file,"Converts between the registry homes per the Phase 2a grammar (TOML +++ frontmatter, Deliverable in the body, status from the directory, order key only as a CSV-order migration artifact). --verify round-trips CSV->specs->CSV in a temp dir, exits nonzero on any cell mismatch, and reports byte identity with a reason. write_spec_file is the single spec writer (to_specs and plan_artifacts filing both go through it). Refuses unknown statuses by row and non-empty targets without --force.",One writer keeps migration and filing byte-compatible; refusal over catch-all keeps a malformed registry loud rather than silently reclassified.,(see TC-129),Verified,CMP-005,4
LLR-137,SR-130,Serial trunk step (log compile + regen),project-trajectory/scripts/trunk_step.py,compile_log/ordered_fragments/rebase_links/regen,"Compiles docs/log.d/*.md into docs/log.md via plan_artifacts.append_log_summary in (git add-time, filename) order - all fragments validated first (name shape, ## heading, reserved section headings refused, committed-in-HEAD required), relative links rebased from docs/log.d/ to docs/, fragments deleted after append, all-or-nothing on any validation error - then regenerates arch-map, okf, derived-gate, dashboard, status block and open-items as subprocesses in dependency order (derived-gate before its two consumers), stopping loudly at the first failure. Never commits; the caller owns the commit.","One serial actor per §5.5; derive_gate runs before the dashboard/status regens because docs/gate is their input, not their output.",(see TC-130),Verified,CMP-004,4
LLR-138,SR-131,Tracked pause reader (dual-home),project-trajectory/scripts/agent_common.py,tracked_pause/pause_reason,"tracked_pause parses docs/work/pause as TOML ({reason, since}; absent -> None) and fails closed on malformation with the pinned loud placeholder reason; pause_reason checks the legacy untracked docs/pause first, then the tracked home, preserving the None/''/reason contract so the retired-in-place dispatcher can never resume on a home swap. The legacy half retires with the dispatcher at Phase 5.","A broken pause file must still pause; two homes during the migration window, one meaning.",(see TC-131),Verified,CMP-004,4
LLR-139,SR-131,Pause surfaced in the pending block,project-trajectory/scripts/gen_trajectory.py,_pause_pending/pending_block,"Renders zero-or-one 'Paused since <since> - <reason>' bullet in the committed-tree-pure pending region from docs/work/pause - declared since verbatim, no clock, the since clause omitted when empty, fail-closed text on malformation pinned equal to the reader's placeholder.","An open pause is a visible accruing cost, never a forgotten one.",(see TC-131),Verified,CMP-002,4
