SR-ID,Title,SN-Refs,Requirement,Rationale,AcceptanceCriteria,Permutations,Priority,Verification,Status,Phase,Area,SupersededBy
SR-109,Spec-lifecycle close-side coherence,SN-002;SN-012,"check_trajectory.py shall flag a done WI whose SpecRef is non-empty and a live docs/specs file (scaffold README/-000 exemplars excluded) cited by no open WI, warning on every run and failing under --strict.","Realizes SN-002 and SN-012 — the open half of the spec-of-record lifecycle was enforced and the close half was not, so a repo accretes stale SpecRefs and orphan live specs (measured at 137 rows and roughly 60 files) until nobody can tell which spec is live. A prose close rule was rejected because it is the control that was already in place while that backlog accumulated: an unenforced rule is indistinguishable from no rule at the point it matters. Opt-in and vacuous on a fresh scaffold.",A done row with a SpecRef and an uncited live spec each produce an R-F WARN with exit 0 on a plain run and exit 1 under --strict; a shared doc cited by any open (incl. deferred/blocked) WI stays clean; docs/specs README and -000 exemplars never flag.,,M,Test,Verified,4,Traceability,
SR-110,Per-module coverage floors,SN-008;SN-012,"check_coverage.py shall fail when a module listed in the coverage-floor census is below its declared per-module line-coverage percentage in the pytest-cov JSON report, or is absent from that report, so the global --cov-fail-under floor cannot hide a thin high-risk module; an absent report skips and an empty census is a no-op.","Realizes SN-008 and SN-012 — one aggregate coverage number lets well-tested generators subsidize thin coverage at the security and process boundaries, so a green overstates confidence exactly where it matters most. Raising the single global threshold was rejected: it penalizes every module for the weakest one without ever naming it. Opt-in at the product layer, so a non-adopter pays nothing.",A module below its floor exits 1 naming it; a declared module absent from the report exits 1; all floors holding exits 0; no coverage report (e.g. the smoke tier) SKIPs; an absent or empty census is a clean no-op; a malformed floor line fails loudly.,,S,Test,Verified,1,Coverage floors,
SR-111,Kit-version stamp,SN-001;SN-007,"bootstrap.py shall stamp docs/kit-version with the kit commit SHA and date, marked -dirty on an uncommitted kit tree.","Realizes SN-007 — without a recorded origin an adopter cannot tell which kit version they are on, so a re-sync degrades from a diff into a guess and the ADOPTING.md re-sync procedure has no baseline to diff against. Deriving the version from file hashes was rejected: it reports that something differs without saying from what.",docs/kit-version records the kit SHA and date; a scaffold from an uncommitted kit tree is marked -dirty.,,M,Test,Verified,1,Scaffold generation,
SR-112,Checked per-agent skill fan-out,SN-012;SN-021,"The per-agent skill copies (.claude/.gemini/.agents) shall be a checked, generated fan-out of the one neutral skills/ source.","Realizes SN-021 — one skill maintained in three agent-specific copies rots into three different skills, and the copy an agent actually loads is the one nobody edited. Maintaining a single shared directory was rejected because each agent harness looks in its own path; the fan-out is forced, so the copies are generated and drift is a finding.",A per-agent copy that diverges byte-for-byte from source is detectable and refreshed by one command.,,C,Test,Verified,1,Skills index + fan-out,
SR-113,Dev-setup wires the process floor,SN-001,dev-setup shall wire the pre-commit process floor (core.hooksPath) from its baseline.,"Realizes SN-001 — a process floor that needs a separate opt-in step is active only for the contributors who already knew about it, which is the reverse of what a floor is for. Documenting the git command was rejected: the floor then protects the rung the contributor read about rather than the one they actually run.",After dev-setup the pre-commit floor is active without a separate setup step.,,S,Test,Verified,1,Onboarding + dev-setup,
SR-114,Kit scripts run across the supported OSes,SN-003;SN-011,"The kit scripts shall run on Python 3.11+ across Linux, Windows and macOS.","Realizes SN-011 — a script that works only where its author ran it turns portability into a defect the adopter finds, and the path, line-ending and locking differences that break it are invisible on a single platform. Testing one platform and reading the others by inspection was rejected: every one of those differences has been a real failure here.","The CI matrix spans Linux, Windows and macOS on Python 3.11 and latest (3.x) and is green; macOS runs on current Python only — the 3.11 floor is a platform-agnostic language/stdlib guarantee already exercised on Linux and Windows, while macOS's job is OS-specific behavior (fcntl.flock, paths, git worktrees) that does not vary by Python version, so the macOS+3.11 cell is excluded as a redundant-coverage call, not a runner-availability workaround (3.11 has arm64 macOS builds).",,M,Analysis,Verified,1,Portability,
SR-115,Deterministic ready ordering,SN-025;SN-006,"schedule.py shall order the eligible ready frontier deterministically by gate class, then Priority descending, then transitive downstream-dependent count descending, then remaining hard-path length descending, then WI id.","Realizes SN-025 — a frontier that is correct but unordered lets two readers of the same registry dispatch different work, so a rerun stops being reproducible and a scheduling bug cannot be replayed. Ordering by WI id alone was rejected: it ignores the critical path, so the chain everything waits on gets picked last.",Ordering is identical across --explain and --format json; Priority outranks downstream-dependent count within one gate class; simulate --jobs 1 matches the serial order.,,M,Test,Verified,4,Parallel dispatch,
SR-116,Generated status surface,SN-025;SN-010,The trunk lane shall maintain docs/status.md's generated snapshot as a freshness-gated reference surface never written on a worker branch (trunk_step --regen; concurrency-restructure SS5.2). (The docs/run-state half of this row retired with the dispatcher at Phase 5.),"Realizes SN-010 — an agent-authored status surface drifts from the state it reports and is trusted anyway, and a worker branch writing it makes the snapshot describe one lane instead of the project. Letting each worker append its own status was rejected: it produces a file that conflicts on every integration and reports no coherent whole.",The status snapshot regenerates on the trunk after a merge and fails its freshness gate when stale; work branches skip the gate and never commit the artifact.,,M,Test,Verified,4,Parallel dispatch,
SR-117,Superseded: Atomic traincar reservation and lane leasing,SN-025;SN-016,"SR-117 is superseded by SR-132 (concurrency-restructure Phase 5, 2026-07-29): the bespoke dispatcher/reservation machinery this specified was deleted outright — git plus the serial local integrator is the integration seam (claims are serial trunk commits, the composed tree is the candidate by construction, recovery is plain git history). Active requirements, implementation links, and decomposition evidence shall cite the replacement row.","Identity history for the Phase 5 deletion (the SS6 fate table): the requirement's job survives in the integration seam, its machinery does not.",The SupersededBy link resolves to SR-132; no LLR cites this row; TC-133 cites it.,,M,Inspection,Verified,4,Parallel dispatch,SR-132
SR-118,Superseded: Traincar build and review shape,SN-025,"SR-118 is superseded by SR-132 (concurrency-restructure Phase 5, 2026-07-29): the bespoke dispatcher/reservation machinery this specified was deleted outright — git plus the serial local integrator is the integration seam (claims are serial trunk commits, the composed tree is the candidate by construction, recovery is plain git history). Active requirements, implementation links, and decomposition evidence shall cite the replacement row.","Identity history for the Phase 5 deletion (the SS6 fate table): the requirement's job survives in the integration seam, its machinery does not.",The SupersededBy link resolves to SR-132; no LLR cites this row; TC-133 cites it.,,M,Inspection,Verified,4,Parallel dispatch,SR-132
SR-119,Superseded: Release on early train end,SN-025,"SR-119 is superseded by SR-132 (concurrency-restructure Phase 5, 2026-07-29): the bespoke dispatcher/reservation machinery this specified was deleted outright — git plus the serial local integrator is the integration seam (claims are serial trunk commits, the composed tree is the candidate by construction, recovery is plain git history). Active requirements, implementation links, and decomposition evidence shall cite the replacement row.","Identity history for the Phase 5 deletion (the SS6 fate table): the requirement's job survives in the integration seam, its machinery does not.",The SupersededBy link resolves to SR-132; no LLR cites this row; TC-133 cites it.,,M,Inspection,Verified,4,Parallel dispatch,SR-132
SR-120,Superseded: Blocked-constituent disposition,SN-025,"SR-120 is superseded by SR-132 (concurrency-restructure Phase 5, 2026-07-29): the bespoke dispatcher/reservation machinery this specified was deleted outright — git plus the serial local integrator is the integration seam (claims are serial trunk commits, the composed tree is the candidate by construction, recovery is plain git history). Active requirements, implementation links, and decomposition evidence shall cite the replacement row.","Identity history for the Phase 5 deletion (the SS6 fate table): the requirement's job survives in the integration seam, its machinery does not.",The SupersededBy link resolves to SR-132; no LLR cites this row; TC-133 cites it.,,M,Inspection,Verified,4,Parallel dispatch,SR-132
SR-121,Superseded: Gated downstream migration to the parallel default,SN-025;SN-012,"SR-121 is superseded by SR-132 (concurrency-restructure Phase 5, 2026-07-29): the bespoke dispatcher/reservation machinery this specified was deleted outright — git plus the serial local integrator is the integration seam (claims are serial trunk commits, the composed tree is the candidate by construction, recovery is plain git history). Active requirements, implementation links, and decomposition evidence shall cite the replacement row.","Identity history for the Phase 5 deletion (the SS6 fate table): the requirement's job survives in the integration seam, its machinery does not.",The SupersededBy link resolves to SR-132; no LLR cites this row; TC-133 cites it.,,S,Inspection,Verified,4,Parallel dispatch,SR-132
SR-122,Dashboard freshness check,SN-010;SN-021,"gen_trajectory.py --check shall fail on stale or missing output, the visible git-derived as-of stamp being excluded from stamp-only comparisons.","Realizes SN-021 — a committed dashboard that nobody re-checks becomes a confident picture of a project that has moved on, and the as-of stamp changes on every commit, so comparing it would make the check cry wolf and get disabled. Regenerating on read was rejected: the artifact is committed so it can be read without the toolchain.","Stale or missing output fails --check, and as-of behavior is stable in and outside Git.",,M,Test,Verified,1,Trajectory,
SR-123,Critique closure ratchet,SN-024;SN-006,check_trajectory.py shall warn when a Critique WI closes after CHANGES-REQUESTED without validation evidence changing.,"Realizes SN-006 — a changes-requested verdict followed by a close with nothing altered is how a critique becomes a formality, and nothing else in the harness can see that pattern. Hard-failing the close was rejected: the evidence sometimes lands outside the registries, so the check reports rather than adjudicates.","The lax-closure case warns, while an approval or a TC, test or rubric delta stays silent.",,S,Test,Verified,1,Unattended loop,
SR-124,Contradiction-safe dual-plan dispatcher class,SN-024;SN-006,schedule.py shall derive a contradiction-safe single-WI scheduling class from PlanMode.,"Realizes SN-024 — a row whose PlanMode and SafetyClass disagree has no correct lane, and guessing one dispatches contradictory work rather than surfacing the contradiction. Defaulting to the safer class was rejected: it hides a registry error that only a human can resolve.","PlanMode derives a single-WI class, and a contradictory SafetyClass quarantines the row.",,S,Test,Verified,4,Dual-plan decomposition,
SR-125,PAGE maps through gate policy,SN-024;SN-006,"The --dual-plan single-shot round shall map a PAGE through gate policy, hard-gating a human only under attended policy and otherwise reaching the pause-free attention (STALL) end state.","Realizes SN-016 — a PAGE that always stops for a human makes the unattended loop attended in practice, while one that never stops discards the judgement the round asked for. Two separate mappings for the dispatcher and the single-shot round were rejected: they drift, and the drift shows up as a loop that hangs on one path only.","A PAGE preserves evidence and follows attended/autonomous policy (attended -> NEEDS-HUMAN exit; autonomous/single-ratify -> STALL exit, no human gate).",,S,Test,Verified,4,Dual-plan decomposition,
SR-126,Spine stand-alone rule,SN-002;SN-010,trace.py shall fail under --strict when any spine row's normative text cites a work item or a process doc.,"Realizes SN-010 — a row that cites a work item is unreadable to the audience that matters most: a downstream adopter, or an agent, with none of this project's history, who must resolve an id they cannot see before they know what the system does. A process-doc citation fails differently and just as badly: a row that cites the rule it is obeying inverts the relationship, so amending the process silently changes what the row appears to require. Warning instead of failing was tried and rejected: a warn nobody must act on is how 43 such rows accumulated before anyone measured them.","A WI id or a process-doc citation in an SR Title/Requirement/Rationale/AcceptanceCriteria, an LLR Title/Detail/Rationale, or a TC Method/Expected/Parameters exits 1 under --strict and names the registry, row and cell; a script name, artifact path, rubric or sibling spine id does not; pointer columns are out of scope.",,M,Test,Verified,1,Traceability,
SR-127,Requirement form: one testable obligation,SN-002;SN-004,"trace.py shall fail under --strict when a non-Draft requirement repeats its obligation keyword, uses a different modal in normative text, states an obligation with no actor, or uses an unfalsifiable or open-ended term.","Realizes SN-004 — when one row carries two obligations and only one holds, no id reports the failure, so the gate passes on a partially-met requirement. Undecidable wording fails differently and worse: an unfalsifiable adjective cannot be tested, so the row is signed on impression. Each rule is a LEXICAL proxy for a semantic property and is scoped to what it can actually decide — counting the obligation keyword catches the shape that recurred here and does not claim to find every multi-obligation row. A semantic check was rejected as out of reach for a stdlib checker, and a readability score was rejected as a proxy for the wrong property: it measures prose complexity, not whether a reader can tell what is binding.","A second `shall`, a non-`shall` modal, an actorless `shall be <participle>`, an unfalsifiable term, an open-ended escape clause, or a `shall` in an LLR Detail exits 1 under --strict; a Draft row, a zero-`shall` row, `must` as a project's own obligation keyword, and a multi-clause AcceptanceCriteria do not.",,M,Test,Verified,1,Traceability,
SR-128,Paraphrase advisory,SN-002,"trace.py shall warn (never fail) when an SR Rationale re-words its own Requirement, or an LLR Detail re-words its parent SR Requirement, past a declared word-overlap threshold.","Realizes SN-002 — a child that restates its parent adds a second home for one fact and no decomposition, so the trace grows a level without gaining information and a later amendment updates one copy. It warns rather than fails because the detector is word overlap: a short, correct Detail legitimately shares vocabulary with the requirement it decomposes, and gating on a heuristic with a large legitimate majority produces a check that gets scrolled past. The two relationships named are the ones where the parent is unambiguous; a general child-cell rule was rejected because 'the parent' is not well defined for the rest.","An SR Rationale overlapping its own Requirement, or an LLR Detail overlapping its parent SR Requirement, past the declared threshold emits a stdout WARNING and a report line; the exit code is unchanged.",,S,Test,Verified,1,Traceability,
SR-129,Registry representation migration,SN-002;SN-012,"The kit shall provide a mechanical converter between the work-item registry's two homes - the docs/work/ spec folder (status = directory, TOML frontmatter, Deliverable in the body) and the legacy docs/requirements/work-items.csv - refusing any status outside the known vocabulary, any materialization into a non-empty target, and any conversion while an in-flight active/<branch>/ claim exists (conversion is a drained-stop operation), with the round-trip proven over the live registry before an authority flip.","The 140-cell lesson: an unproven representation change is where a registry silently loses cells. The converter is the migration path every adopter of the folder home takes, and the single spec writer the filing seam reuses (concurrency-restructure spec, Phase 2).",wi_convert --verify over a populated registry exits 0 reporting cell-exact equality; an unknown status refuses naming the row; folder->CSV->folder is parse-equal including a hand-filed spec with no order key; an in-flight claim refuses conversion by name.,,C,Test,Verified,4,Trajectory,
SR-130,Serial trunk step compiles log fragments and regenerates authority,SN-025;SN-008,"A serial trunk step shall compile docs/log.d/ work-branch log fragments into docs/log.md in merge order derived from git history - validating every fragment before any write, rebasing relative links to the log's home, deleting compiled fragments, failing loudly at the first error and never committing.","The §5.1/§5.2 shared-surface rules (concurrency-restructure): no work branch writes log.md, so hand-merged logs become unrepresentable; the one deliberately serial actor stays tiny, idempotent and fail-loud (§5.5). The artifact-regen half is SR-134's obligation (one row, one obligation).",Two committed fragments compile in git-add order with links rebased docs/-relative and the fragments deleted; an uncommitted or malformed fragment blocks the whole batch with nothing appended; a fragment-free run is a clean no-op.,,M,Test,Verified,4,Trajectory,
SR-131,Tracked pause drains claiming to a merged stop,SN-025;SN-016,"A tracked docs/work/pause file (TOML: reason, since) shall pause claiming - everything in flight finishes and integrates - read via pause_reason as the ONE pause home (the legacy untracked docs/pause half retired with the dispatcher at Phase 5), failing closed on malformation.","§5.6: pause means stop claiming and drain to a merged stop - never a strand. The tracked form survives clones, its reason is diffable history, and unpausing is an auditable deletion commit; a broken pause file must still pause, loudly. The pending-surface render is SR-135's obligation (one row, one obligation).",A tracked pause file pauses the coordinator via pause_reason under the unchanged None/''/reason contract; a malformed file pauses with the pinned loud placeholder; a stray legacy docs/pause file is inert.,,M,Test,Verified,4,Trajectory,
SR-132,Local integrator: serial fail-closed merge queue,SN-025;SN-008,"The local integrator shall claim work via a serial trunk commit (queued spec to docs/work/active/<branch>/, branch cut from that commit, refused while docs/work/pause is present), merge each finished claimed branch --no-ff onto a candidate worktree with the trunk step folded into the merge commit, run the declared bar on the composed tree - refusing on a missing or empty check declaration and on any SKIP in the bar's own report - require the policy-dialed verdict artifacts with git-derived freshness, fast-forward the trunk only on green, and stop loudly on red.",The §1.2 seam's default backend: serial => composed-tree gating by construction; fail-closed against the dispatcher's recorded fail-open (a skipped bar merged 8 trains with zero gate-verified). Verdict freshness is git-derived because the WI-scoped §5.4 naming dropped the sha7 filename binding - without it a stale APPROVE clears the gate.,"A claim moves the spec and cuts the branch in one serial trunk step and is refused when paused, dirty, name-unsafe, not-ordinary or not-ready; a finished branch is detected from its tree alone; an absent or stale or CHANGES-REQUESTED verdict refuses the merge; a missing stack.ini or empty [product] test refuses; a red bar parks the candidate and stops the queue; the RULING-6 window audit flags a non-merge product commit.",,M,Test,Verified,4,Trajectory,
SR-133,Work-branch lane skip for freshness steps,SN-025;SN-008,On a claimed work branch (one whose history holds a docs/work/active/<branch>/ claim) check.py's generated-artifact freshness steps shall SKIP with a stated trunk-lane reason - generated artifacts are trunk-only - while every non-freshness step still runs.,"The skip is not a weakening: a work branch cannot commit generated artifacts at all (concurrency-restructure §5.2), so demanding their freshness there would force the very conflict the rule deletes; the skip is reported, never silent, and any signal ambiguity resolves toward the full trunk bar. Decomposed from SR-006 so each row states one obligation.","on a claimed work branch the declared freshness steps SKIP with a §5.2 notice and exit code untouched while skills-sync, trajectory and registry-integrity still run; the closing commit and its successors keep the skip (the signal derives from branch history, not the working tree); the trunk lane never skips them.",,M,Test,Verified,4,Gate harness,
SR-134,Trunk step regenerates the declared artifacts in dependency order,SN-025;SN-008,The serial trunk step shall regenerate the declared generated artifacts in dependency order - the derived gate before its consumers - failing loudly at the first error and never committing.,"Stale-artifact merge conflicts become unrepresentable when only the serial trunk actor regenerates (§5.2/§5.5); dependency order because docs/gate is an input to the dashboard and status views, not an output. Decomposed from SR-130 so each row states one obligation.",--regen skips absent artifact families with a notice and stops loudly at the first failing generator; derive_gate runs before the dashboard/status/open-items regens.,,M,Test,Verified,4,Trajectory,
SR-135,Pending surface renders the declared pause verbatim,SN-025;SN-016,The generated pending surface shall render a declared pause's since and reason verbatim - no clock - clearing when the pause file is deleted.,"An open pause is a visible accruing cost, never a forgotten one (the stale-reason lesson). Decomposed from SR-131 so each row states one obligation.","the pending block renders Paused since <date> - <reason> with the declared date verbatim (no clock), omits the stamp when since is empty, renders the pinned fail-closed placeholder on malformation, and clears when the file is deleted.",,M,Test,Verified,4,Trajectory,
